Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,No,Travel_Rarely,Research & Development,17,1718,Male,Laboratory Technician,3,Married,2305,No,3,4,3,2,0,2
45,No,Travel_Rarely,Research & Development,28,1719,Female,Research Director,2,Single,16704,No,21,3,21,6,8,6
32,No,Travel_Frequently,Research & Development,10,1720,Male,Research Scientist,3,Married,3433,No,10,2,5,2,1,3
31,No,Travel_Rarely,Research & Development,2,1721,Male,Laboratory Technician,3,Married,3477,No,6,4,5,2,0,3
41,No,Non-Travel,Human Resources,4,1722,Male,Human Resources,2,Married,6430,No,10,3,3,2,1,2
40,No,Travel_Rarely,Research & Development,8,1724,Female,Manufacturing Director,1,Married,6516,Yes,18,3,1,0,0,0
24,No,Travel_Rarely,Research & Development,29,1725,Male,Laboratory Technician,1,Divorced,3907,No,6,4,6,2,1,2
46,No,Travel_Rarely,Research & Development,13,1727,Male,Healthcare Representative,2,Single,5562,No,19,3,10,7,0,9
35,No,Travel_Rarely,Research & Development,27,1728,Male,Manufacturing Director,3,Married,6883,No,17,3,7,7,0,7
30,No,Travel_Rarely,Research & Development,16,1729,Male,Research Scientist,4,Married,2862,No,10,2,10,0,0,8
47,No,Non-Travel,Sales,2,1731,Male,Sales Executive,2,Married,4978,No,4,1,1,0,0,0
46,No,Travel_Rarely,Sales,2,1732,Male,Sales Executive,4,Divorced,10368,Yes,13,2,10,6,0,3
36,Yes,Travel_Rarely,Sales,13,1733,Male,Sales Executive,1,Divorced,6134,Yes,16,3,2,2,2,2
32,Yes,Travel_Rarely,Sales,1,1734,Male,Sales Executive,2,Single,6735,No,10,3,0,0,0,0
23,No,Travel_Rarely,Research & Development,4,1735,Female,Laboratory Technician,2,Single,3295,No,3,1,3,2,1,2
31,No,Travel_Frequently,Research & Development,24,1736,Female,Manufacturing Director,4,Single,5238,No,9,2,5,4,1,4
39,No,Non-Travel,Research & Development,1,1737,Male,Laboratory Technician,4,Married,6472,Yes,9,3,9,8,5,8
32,No,Travel_Rarely,Sales,19,1739,Male,Sales Executive,3,Married,9610,No,10,1,4,3,0,2
40,No,Travel_Rarely,Sales,7,1740,Male,Manager,2,Single,19833,No,21,2,21,8,12,8
45,No,Travel_Rarely,Human Resources,4,1744,Female,Human Resources,3,Married,9756,No,9,4,5,0,0,3
30,No,Travel_Frequently,Research & Development,2,1745,Female,Research Scientist,1,Single,4968,No,10,3,9,7,0,7
24,No,Travel_Frequently,Human Resources,10,1746,Male,Human Resources,4,Married,2145,No,3,3,2,2,2,1
30,Yes,Travel_Frequently,Human Resources,8,1747,Female,Human Resources,4,Divorced,2180,No,6,2,4,2,1,2
31,No,Travel_Rarely,Sales,5,1749,Male,Sales Executive,3,Married,8346,No,6,3,5,2,0,2
27,No,Travel_Rarely,Research & Development,8,1751,Female,Research Scientist,4,Single,3445,No,6,2,6,2,1,4
29,Yes,Travel_Rarely,Sales,9,1752,Female,Sales Representative,2,Single,2760,No,2,3,2,2,2,2
29,No,Travel_Frequently,Research & Development,1,1753,Male,Healthcare Representative,3,Single,6294,Yes,10,4,3,2,0,2
30,No,Travel_Rarely,Sales,15,1754,Male,Sales Executive,1,Divorced,7140,No,12,3,7,7,1,7
34,No,Travel_Rarely,Research & Development,2,1755,Male,Research Scientist,4,Married,2932,Yes,6,3,5,0,1,2
33,No,Non-Travel,Sales,2,1756,Female,Sales Executive,2,Single,5147,No,13,2,11,7,1,7
49,No,Travel_Rarely,Sales,11,1757,Female,Sales Executive,4,Single,4507,No,8,4,5,1,0,4
33,Yes,Travel_Rarely,Sales,16,1758,Female,Sales Executive,1,Single,8564,Yes,11,2,0,0,0,0
38,No,Travel_Frequently,Research & Development,2,1760,Female,Laboratory Technician,2,Married,2468,No,9,2,6,1,0,5
31,Yes,Travel_Rarely,Sales,16,1761,Male,Sales Executive,3,Married,8161,No,10,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,4,1762,Female,Research Scientist,1,Divorced,2109,No,1,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,16,1763,Male,Healthcare Representative,3,Married,5294,No,10,3,7,0,1,7
32,No,Non-Travel,Research & Development,5,1764,Male,Research Scientist,2,Single,2718,No,12,3,7,7,0,7
38,No,Travel_Rarely,Research & Development,18,1766,Male,Healthcare Representative,4,Married,5811,Yes,15,3,1,0,1,0
43,Yes,Travel_Frequently,Research & Development,17,1767,Male,Research Scientist,3,Married,2437,Yes,6,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,12,1768,Male,Laboratory Technician,2,Divorced,2766,No,7,2,5,3,0,4
55,No,Travel_Rarely,Research & Development,2,1770,Male,Research Director,1,Married,19038,No,34,3,1,0,0,0
33,No,Non-Travel,Research & Development,4,1771,Male,Research Scientist,2,Divorced,3055,No,11,2,9,8,1,7
41,No,Travel_Rarely,Research & Development,9,1772,Male,Laboratory Technician,1,Divorced,2289,No,5,3,5,3,0,4
34,No,Non-Travel,Sales,10,1774,Male,Sales Executive,3,Divorced,4001,Yes,15,3,15,14,0,7
53,No,Non-Travel,Research & Development,1,1775,Female,Manufacturing Director,3,Married,12965,Yes,27,2,3,2,0,2
43,No,Travel_Rarely,Human Resources,2,1778,Male,Human Resources,4,Single,3539,No,10,3,9,7,1,8
34,No,Travel_Rarely,Sales,3,1779,Female,Sales Executive,4,Single,6029,No,6,3,2,2,2,2
21,Yes,Travel_Rarely,Sales,7,1780,Male,Sales Representative,2,Single,2679,No,1,3,1,0,1,0
38,No,Travel_Rarely,Research & Development,6,1782,Female,Laboratory Technician,3,Married,3702,No,5,3,5,4,0,4
22,Yes,Travel_Rarely,Research & Development,8,1783,Female,Laboratory Technician,1,Married,2398,Yes,1,3,1,0,0,0
31,No,Travel_Rarely,Sales,29,1784,Female,Sales Executive,4,Married,5468,No,13,3,12,7,5,7
51,No,Travel_Rarely,Research & Development,3,1786,Female,Manager,3,Married,13116,No,15,3,2,2,2,2
37,No,Travel_Rarely,Sales,9,1787,Male,Sales Executive,2,Married,4189,No,5,3,5,2,0,3
46,No,Travel_Rarely,Research & Development,2,1789,Male,Research Director,4,Divorced,19328,Yes,24,3,2,1,2,2
36,No,Travel_Rarely,Research & Development,10,1790,Male,Healthcare Representative,1,Married,8321,Yes,15,3,12,8,5,7
44,Yes,Travel_Frequently,Research & Development,1,1792,Male,Research Scientist,2,Divorced,2342,Yes,6,2,5,3,2,3
37,No,Travel_Rarely,Human Resources,8,1794,Male,Human Resources,2,Divorced,4071,No,19,2,10,0,4,7
35,Yes,Travel_Rarely,Sales,27,1797,Male,Sales Executive,4,Single,5813,Yes,10,3,10,7,7,7
33,No,Travel_Rarely,Research & Development,8,1798,Male,Research Scientist,1,Married,3143,No,14,3,10,8,7,6
28,No,Travel_Rarely,Research & Development,1,1799,Male,Research Scientist,4,Married,2044,No,5,4,5,3,0,3
39,No,Travel_Rarely,Research & Development,10,1800,Male,Research Director,3,Single,13464,No,9,3,4,3,2,2
46,No,Non-Travel,Sales,26,1801,Male,Sales Executive,2,Single,7991,No,6,3,2,2,2,2
40,No,Travel_Rarely,Research & Development,2,1802,Female,Laboratory Technician,1,Married,3377,No,7,2,4,3,0,2
42,No,Travel_Rarely,Research & Development,13,1803,Male,Healthcare Representative,1,Married,5538,No,10,2,0,0,0,0
35,No,Non-Travel,Research & Development,2,1804,Male,Manufacturing Director,4,Divorced,5762,No,15,3,7,7,1,7
38,No,Non-Travel,Human Resources,2,1805,Male,Human Resources,2,Divorced,2592,No,13,3,11,10,3,8
34,Yes,Travel_Frequently,Research & Development,9,1807,Male,Laboratory Technician,1,Married,5346,No,11,2,7,1,0,7
37,Yes,Travel_Rarely,Research & Development,10,1809,Male,Manufacturing Director,1,Single,4213,No,10,1,10,3,0,8
39,No,Travel_Frequently,Sales,20,1812,Male,Sales Executive,4,Divorced,4127,No,7,3,2,1,2,2
43,No,Non-Travel,Research & Development,9,1813,Male,Research Scientist,3,Single,2438,No,7,2,3,2,1,2
41,No,Travel_Rarely,Research & Development,5,1814,Male,Healthcare Representative,2,Single,6870,No,11,1,3,2,1,2
41,No,Travel_Rarely,Sales,4,1815,Female,Sales Executive,3,Divorced,10447,Yes,23,4,22,14,13,5
30,No,Travel_Rarely,Research & Development,10,1816,Female,Manufacturing Director,3,Single,9667,No,9,3,7,7,0,2
26,Yes,Travel_Rarely,Human Resources,20,1818,Female,Human Resources,2,Married,2148,Yes,6,3,5,1,1,4
46,Yes,Travel_Rarely,Research & Development,21,1821,Female,Healthcare Representative,2,Married,8926,No,13,4,9,7,3,7
40,No,Travel_Rarely,Research & Development,1,1822,Female,Healthcare Representative,4,Divorced,6513,No,12,3,5,3,0,3
34,No,Travel_Rarely,Sales,8,1823,Male,Sales Executive,3,Married,6799,No,10,3,10,8,4,8
58,No,Non-Travel,Sales,2,1824,Male,Manager,2,Divorced,16291,No,37,2,16,9,14,14
35,No,Travel_Rarely,Research & Development,23,1826,Male,Laboratory Technician,3,Married,2705,No,6,4,5,4,0,3
47,No,Travel_Rarely,Research & Development,4,1827,Female,Manufacturing Director,2,Divorced,10333,Yes,28,3,22,11,14,10
40,No,Travel_Rarely,Research & Development,12,1829,Female,Healthcare Representative,1,Divorced,4448,No,15,3,7,4,7,7
54,No,Travel_Rarely,Research & Development,7,1830,Female,Research Scientist,4,Married,6854,No,14,2,7,1,1,7
31,No,Travel_Frequently,Sales,7,1833,Female,Sales Executive,1,Married,9637,No,9,3,3,2,2,2
28,No,Travel_Rarely,Research & Development,1,1834,Female,Research Scientist,1,Married,3591,No,3,3,3,2,1,2
38,No,Travel_Rarely,Sales,2,1835,Female,Sales Representative,4,Married,5405,Yes,20,2,4,2,0,3
26,No,Travel_Rarely,Sales,10,1836,Male,Sales Executive,4,Single,4684,No,5,3,5,3,1,2
58,No,Travel_Frequently,Research & Development,15,1837,Male,Research Director,3,Married,15787,Yes,23,3,2,2,2,2
18,No,Non-Travel,Research & Development,14,1839,Female,Research Scientist,3,Single,1514,No,0,1,0,0,0,0
31,Yes,Travel_Rarely,Human Resources,18,1842,Male,Human Resources,1,Married,2956,No,2,3,1,0,0,0
29,Yes,Travel_Rarely,Human Resources,13,1844,Male,Human Resources,1,Divorced,2335,Yes,4,3,2,2,2,0
45,No,Non-Travel,Sales,2,1845,Female,Sales Executive,3,Married,5154,No,10,4,8,7,5,7
36,No,Travel_Rarely,Research & Development,2,1847,Female,Research Scientist,2,Married,6962,Yes,15,3,1,0,0,0
43,No,Travel_Frequently,Sales,2,1849,Male,Sales Executive,4,Married,5675,No,7,3,7,7,7,7
27,No,Travel_Frequently,Research & Development,5,1850,Female,Laboratory Technician,4,Single,2379,Yes,6,2,5,4,0,2
29,No,Travel_Frequently,Research & Development,20,1852,Male,Laboratory Technician,4,Married,3812,No,11,4,11,8,3,10
32,No,Travel_Frequently,Sales,10,1853,Male,Sales Executive,4,Single,4648,No,4,4,0,0,0,0
42,No,Non-Travel,Research & Development,10,1854,Male,Research Scientist,3,Married,2936,No,10,2,6,3,3,3
47,No,Travel_Rarely,Research & Development,9,1856,Female,Laboratory Technician,3,Single,2105,No,7,3,2,2,2,0
46,No,Travel_Rarely,Research & Development,2,1857,Male,Manufacturing Director,4,Divorced,8578,No,12,2,9,8,4,7
28,No,Non-Travel,Human Resources,1,1858,Male,Human Resources,4,Divorced,2706,No,3,3,3,2,2,2
29,No,Travel_Rarely,Research & Development,29,1859,Male,Healthcare Representative,3,Divorced,6384,No,11,3,7,0,1,6
42,No,Travel_Rarely,Research & Development,8,1860,Male,Laboratory Technician,3,Single,3968,No,8,3,0,0,0,0
32,Yes,Travel_Rarely,Sales,2,1862,Male,Sales Executive,2,Single,9907,Yes,7,2,2,2,2,2
46,No,Travel_Rarely,Sales,3,1863,Female,Sales Executive,1,Divorced,13225,No,25,3,19,17,2,8
27,No,Travel_Rarely,Sales,23,1864,Female,Sales Representative,3,Married,3540,No,9,3,9,8,5,8
29,No,Travel_Rarely,Human Resources,6,1865,Male,Human Resources,2,Married,2804,No,1,3,1,0,0,0
43,No,Travel_Rarely,Research & Development,6,1866,Female,Manager,3,Married,19392,No,21,3,16,12,6,14
48,No,Travel_Rarely,Research & Development,10,1867,Male,Research Director,2,Married,19665,No,29,3,22,10,12,9
29,Yes,Travel_Frequently,Research & Development,24,1868,Male,Research Scientist,4,Single,2439,Yes,1,2,1,0,1,0
46,Yes,Travel_Rarely,Sales,10,1869,Female,Sales Executive,2,Married,7314,No,14,3,8,7,0,7
27,No,Travel_Frequently,Research & Development,15,1870,Female,Research Scientist,1,Married,4774,No,8,2,7,6,7,3
39,No,Travel_Rarely,Research & Development,19,1871,Male,Research Scientist,4,Divorced,3902,No,7,3,2,2,2,2
55,No,Travel_Rarely,Research & Development,2,1873,Male,Research Scientist,4,Married,2662,No,19,4,5,2,0,4
28,No,Travel_Rarely,Sales,3,1875,Female,Sales Representative,2,Married,2856,No,1,3,1,0,0,0
30,Yes,Travel_Rarely,Sales,9,1876,Male,Sales Representative,4,Single,1081,No,1,2,1,0,0,0
22,Yes,Travel_Rarely,Research & Development,7,1878,Male,Research Scientist,2,Single,2472,Yes,1,3,1,0,0,0
36,No,Travel_Rarely,Sales,10,1880,Female,Sales Executive,3,Married,5673,Yes,10,3,10,9,1,7
31,No,Travel_Rarely,Research & Development,20,1881,Male,Laboratory Technician,3,Divorced,4197,No,10,3,10,8,0,2
34,No,Travel_Rarely,Sales,4,1882,Male,Sales Executive,4,Married,9713,Yes,9,3,5,3,1,0
29,No,Travel_Rarely,Research & Development,7,1883,Male,Laboratory Technician,1,Single,2062,No,11,3,3,2,1,2
37,No,Travel_Rarely,Research & Development,7,1885,Male,Research Scientist,1,Married,4284,Yes,16,3,5,3,0,4
35,No,Travel_Rarely,Research & Development,16,1886,Female,Manufacturing Director,2,Married,4788,Yes,4,3,3,2,0,2
45,No,Travel_Rarely,Research & Development,25,1888,Female,Manufacturing Director,4,Married,5906,No,10,2,9,8,3,8
36,No,Travel_Frequently,Human Resources,2,1890,Male,Human Resources,4,Single,3886,No,10,2,10,1,0,8
40,No,Travel_Rarely,Research & Development,1,1892,Male,Manager,1,Divorced,16823,No,22,3,19,7,11,16
26,No,Travel_Rarely,Research & Development,1,1893,Female,Research Scientist,3,Married,2933,Yes,1,2,1,0,1,0
27,No,Travel_Rarely,Sales,2,1898,Female,Sales Executive,3,Single,6500,No,9,2,8,7,0,7
48,No,Travel_Frequently,Research & Development,22,1900,Female,Manager,4,Divorced,17174,No,24,3,22,17,4,7
44,No,Travel_Rarely,Research & Development,1,1903,Male,Healthcare Representative,1,Married,5033,No,10,3,2,0,2,2
34,Yes,Non-Travel,Research & Development,16,1905,Male,Research Scientist,1,Married,2307,Yes,5,3,5,2,3,0
56,Yes,Travel_Rarely,Research & Development,24,1907,Male,Laboratory Technician,4,Single,2587,No,5,3,4,2,1,0
36,No,Travel_Rarely,Sales,17,1908,Male,Sales Executive,2,Married,5507,No,12,1,4,2,1,3
41,No,Travel_Rarely,Sales,8,1909,Female,Sales Executive,2,Married,4393,No,14,3,5,4,1,4
42,No,Travel_Rarely,Research & Development,6,1911,Male,Research Director,1,Married,13348,No,18,4,13,7,5,7
31,No,Travel_Rarely,Sales,10,1912,Female,Sales Executive,4,Divorced,6583,Yes,8,3,5,2,1,4
34,No,Travel_Rarely,Sales,3,1915,Female,Sales Executive,4,Married,8103,Yes,9,2,4,2,0,1
31,No,Travel_Rarely,Research & Development,4,1916,Female,Laboratory Technician,3,Divorced,3978,No,4,2,2,2,2,2
26,No,Travel_Frequently,Research & Development,6,1918,Male,Laboratory Technician,4,Married,2544,No,8,3,7,7,7,7
45,No,Travel_Frequently,Research & Development,1,1922,Male,Healthcare Representative,3,Single,5399,No,12,3,4,2,0,3
33,No,Travel_Rarely,Sales,10,1924,Male,Sales Executive,3,Single,5487,No,10,2,10,4,0,9
28,No,Travel_Frequently,Sales,1,1927,Male,Sales Executive,4,Married,6834,Yes,7,3,7,7,0,7
29,Yes,Travel_Frequently,Sales,24,1928,Male,Sales Representative,1,Single,1091,No,1,3,1,0,0,0
39,No,Non-Travel,Sales,21,1929,Female,Sales Executive,3,Married,5736,No,10,3,3,2,1,2
27,No,Travel_Rarely,Research & Development,2,1931,Male,Research Scientist,2,Married,2226,No,6,2,5,3,1,2
34,No,Travel_Frequently,Research & Development,22,1932,Male,Research Scientist,4,Married,5747,Yes,16,3,15,10,6,11
28,Yes,Travel_Rarely,Sales,13,1933,Female,Sales Executive,3,Single,9854,Yes,6,3,2,0,2,2
47,No,Non-Travel,Research & Development,14,1934,Male,Research Scientist,2,Married,5467,No,16,4,8,7,1,7
56,No,Travel_Rarely,Sales,11,1935,Female,Sales Executive,1,Married,5380,No,6,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,9,1936,Male,Manufacturing Director,1,Married,5151,No,10,3,10,0,7,9
38,No,Travel_Frequently,Research & Development,8,1937,Female,Research Scientist,2,Divorced,2133,Yes,20,3,20,11,0,7
58,No,Travel_Rarely,Sales,21,1938,Female,Manager,4,Married,17875,Yes,29,2,1,0,0,0
32,Yes,Travel_Frequently,Research & Development,5,1939,Female,Research Scientist,3,Single,2432,Yes,8,3,4,1,0,3
38,No,Travel_Rarely,Research & Development,9,1940,Male,Research Scientist,4,Divorced,4771,No,10,4,5,2,0,3
49,No,Travel_Frequently,Research & Development,2,1941,Male,Research Director,4,Married,19161,No,28,3,5,4,4,3
42,No,Travel_Rarely,Sales,12,1943,Male,Sales Executive,4,Divorced,5087,Yes,14,3,0,0,0,0
27,Yes,Travel_Frequently,Human Resources,22,1944,Female,Human Resources,2,Married,2863,No,1,3,1,0,0,0
35,No,Travel_Rarely,Sales,18,1945,Male,Sales Executive,1,Married,5561,No,6,1,5,3,0,4
28,No,Non-Travel,Research & Development,16,1947,Male,Research Scientist,3,Single,2144,No,5,2,5,3,1,4
31,No,Non-Travel,Research & Development,3,1948,Male,Research Scientist,1,Divorced,3065,Yes,4,4,4,2,2,3
36,No,Non-Travel,Research & Development,9,1949,Male,Laboratory Technician,2,Married,2810,No,5,3,5,4,0,2
34,No,Travel_Rarely,Sales,1,1950,Male,Sales Executive,4,Single,9888,No,14,2,14,8,2,1
34,No,Travel_Rarely,Sales,13,1951,Male,Sales Executive,3,Divorced,8628,No,9,2,8,7,1,1
26,No,Travel_Rarely,Research & Development,1,1952,Male,Laboratory Technician,1,Single,2867,No,8,2,7,7,7,6
29,No,Travel_Rarely,Research & Development,1,1954,Male,Healthcare Representative,1,Married,5373,No,6,2,5,3,0,2
32,No,Non-Travel,Research & Development,15,1955,Female,Healthcare Representative,4,Divorced,6667,No,9,3,5,1,1,2
31,No,Travel_Frequently,Research & Development,1,1956,Male,Research Scientist,1,Married,5003,No,10,3,10,8,8,7
28,Yes,Travel_Rarely,Research & Development,17,1960,Male,Laboratory Technician,4,Divorced,2367,No,6,2,4,1,0,3
38,No,Travel_Rarely,Sales,1,1961,Male,Sales Representative,1,Single,2858,No,20,2,1,0,0,0
35,No,Travel_Rarely,Sales,7,1962,Female,Sales Executive,4,Married,5204,Yes,10,3,10,8,0,9
27,No,Travel_Rarely,Sales,9,1965,Male,Sales Executive,4,Single,4105,No,7,3,7,7,0,7
32,No,Travel_Rarely,Research & Development,5,1966,Male,Manufacturing Director,4,Single,9679,No,8,3,1,0,0,0
31,Yes,Travel_Frequently,Sales,26,1967,Male,Sales Executive,4,Married,5617,Yes,10,3,10,7,0,8
53,Yes,Travel_Rarely,Sales,24,1968,Male,Sales Executive,1,Single,10448,Yes,15,2,2,2,2,2
54,No,Travel_Rarely,Research & Development,9,1969,Female,Research Scientist,3,Married,2897,No,9,2,4,3,2,3
33,No,Travel_Frequently,Research & Development,7,1970,Male,Healthcare Representative,3,Divorced,5968,No,9,3,9,7,2,8
43,No,Travel_Rarely,Research & Development,11,1971,Male,Healthcare Representative,3,Married,7510,No,10,3,10,9,0,9
38,No,Travel_Frequently,Human Resources,1,1972,Male,Human Resources,2,Married,2991,Yes,7,3,6,2,1,2
55,No,Travel_Rarely,Human Resources,26,1973,Male,Manager,2,Married,19636,Yes,35,3,10,9,1,4
31,No,Travel_Rarely,Research & Development,2,1974,Female,Laboratory Technician,4,Divorced,1129,Yes,1,3,1,0,0,0
39,No,Travel_Rarely,Sales,15,1975,Male,Sales Executive,1,Single,13341,No,21,3,20,8,11,10
42,No,Non-Travel,Research & Development,23,1976,Male,Research Scientist,3,Single,4332,No,20,3,20,9,3,7
31,No,Non-Travel,Research & Development,10,1979,Female,Research Director,3,Married,11031,No,13,4,11,7,4,8
54,No,Travel_Rarely,Research & Development,10,1980,Female,Manufacturing Director,1,Single,4440,Yes,9,3,5,2,1,4
24,No,Travel_Rarely,Research & Development,1,1981,Male,Healthcare Representative,3,Single,4617,No,4,2,4,3,1,2
23,No,Travel_Rarely,Research & Development,12,1982,Male,Laboratory Technician,4,Single,2647,No,5,4,5,2,1,4
40,No,Travel_Frequently,Research & Development,11,1985,Female,Laboratory Technician,3,Married,6323,No,10,4,10,9,9,4
40,No,Travel_Rarely,Sales,2,1986,Female,Sales Executive,2,Married,5677,No,15,3,11,8,5,10
25,No,Travel_Rarely,Human Resources,2,1987,Female,Human Resources,2,Married,2187,No,6,3,2,0,1,2
30,No,Travel_Rarely,Research & Development,1,1989,Male,Laboratory Technician,2,Married,3748,No,12,2,12,8,1,7
25,No,Travel_Rarely,Research & Development,2,1992,Male,Laboratory Technician,3,Divorced,3977,Yes,7,2,2,2,0,2
47,No,Travel_Rarely,Research & Development,25,1993,Male,Healthcare Representative,3,Single,8633,No,25,3,17,14,12,11
33,No,Non-Travel,Research & Development,1,1994,Male,Laboratory Technician,3,Divorced,2008,No,1,2,1,1,0,0
38,No,Travel_Rarely,Sales,1,1995,Male,Sales Executive,2,Married,4440,No,16,3,15,13,5,8
31,No,Travel_Rarely,Sales,2,1996,Male,Sales Representative,3,Married,3067,No,3,3,2,2,1,2
38,No,Travel_Frequently,Research & Development,6,1997,Male,Manufacturing Director,3,Married,5321,No,10,3,8,3,7,7
42,No,Travel_Rarely,Research & Development,18,1998,Male,Research Scientist,1,Divorced,5410,Yes,9,2,4,3,1,2
41,No,Travel_Rarely,Research & Development,1,1999,Male,Research Scientist,4,Married,2782,No,12,3,5,3,1,0
47,No,Non-Travel,Research & Development,1,2000,Female,Research Director,2,Married,11957,No,14,1,13,8,5,12
35,No,Travel_Rarely,Research & Development,11,2003,Male,Laboratory Technician,3,Married,2660,Yes,5,3,2,2,2,2
22,No,Travel_Rarely,Research & Development,1,2007,Male,Research Scientist,3,Single,3375,No,4,4,3,2,1,2
35,No,Travel_Rarely,Research & Development,9,2008,Male,Research Scientist,3,Single,5098,No,10,3,10,7,0,8
33,No,Travel_Rarely,Research & Development,15,2009,Female,Healthcare Representative,4,Married,4878,Yes,10,3,9,7,8,1
32,No,Travel_Rarely,Research & Development,29,2010,Female,Laboratory Technician,2,Single,2837,No,6,3,6,2,4,1
40,No,Travel_Rarely,Research & Development,1,2012,Male,Laboratory Technician,4,Married,2406,No,8,2,1,0,0,0
32,No,Travel_Rarely,Sales,1,2013,Male,Sales Representative,2,Married,2269,No,3,3,2,2,2,2
39,No,Travel_Rarely,Research & Development,24,2014,Male,Research Scientist,4,Single,4108,No,18,3,7,7,1,7
38,No,Travel_Rarely,Research & Development,10,2015,Female,Research Director,3,Married,13206,No,20,3,18,16,1,11
32,No,Travel_Rarely,Sales,1,2016,Female,Sales Executive,4,Married,10422,No,14,3,14,10,5,7
37,No,Travel_Rarely,Research & Development,10,2017,Female,Research Director,4,Married,13744,Yes,16,3,16,11,6,8
25,No,Travel_Rarely,Sales,8,2018,Female,Sales Executive,3,Divorced,4907,Yes,6,2,5,3,0,4
52,No,Non-Travel,Sales,29,2019,Male,Sales Representative,4,Divorced,3482,No,16,2,9,8,0,0
44,No,Travel_Rarely,Research & Development,1,2020,Male,Research Scientist,4,Single,2436,Yes,6,3,4,3,1,2
21,No,Travel_Rarely,Sales,5,2021,Male,Sales Representative,1,Single,2380,Yes,2,3,2,2,1,2
39,No,Non-Travel,Research & Development,9,2022,Male,Manager,4,Single,19431,No,21,2,6,0,1,3
23,Yes,Travel_Frequently,Sales,9,2023,Male,Sales Representative,1,Married,1790,No,1,2,1,0,1,0
36,No,Travel_Rarely,Sales,3,2024,Female,Sales Executive,4,Married,7644,No,10,3,9,7,3,4
36,No,Travel_Frequently,Research & Development,4,2025,Female,Manufacturing Director,2,Divorced,5131,No,18,3,4,2,0,2
56,No,Non-Travel,Research & Development,1,2026,Male,Healthcare Representative,3,Divorced,6306,No,13,2,13,12,1,9
29,Yes,Travel_Rarely,Research & Development,1,2027,Male,Research Scientist,4,Married,4787,Yes,4,4,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,2031,Male,Manager,3,Married,18880,No,24,2,22,6,4,14
56,Yes,Travel_Rarely,Research & Development,7,2032,Male,Laboratory Technician,3,Married,2339,No,14,1,10,9,9,8
41,No,Travel_Rarely,Research & Development,28,2034,Female,Manufacturing Director,2,Married,13570,No,21,3,20,7,0,10
34,No,Travel_Rarely,Sales,28,2035,Female,Sales Executive,3,Married,6712,No,8,3,8,7,1,7
36,No,Non-Travel,Sales,15,2036,Male,Sales Executive,4,Divorced,5406,No,15,2,15,12,11,11
41,No,Travel_Rarely,Sales,3,2037,Male,Sales Executive,2,Divorced,8938,No,14,3,5,4,0,4
32,No,Travel_Rarely,Research & Development,2,2038,Male,Research Scientist,1,Single,2439,No,4,3,4,2,1,2
35,No,Travel_Rarely,Human Resources,26,2040,Female,Human Resources,4,Single,8837,Yes,9,3,9,0,1,7
38,No,Travel_Rarely,Sales,10,2041,Female,Sales Executive,4,Married,5343,No,10,3,10,7,1,9
50,Yes,Travel_Frequently,Sales,1,2044,Male,Sales Executive,3,Divorced,6728,No,12,3,6,3,0,1
36,No,Travel_Rarely,Sales,11,2045,Female,Sales Executive,4,Married,6652,No,8,2,6,3,0,0
45,No,Travel_Rarely,Sales,20,2046,Female,Sales Executive,3,Single,4850,No,8,3,5,3,0,1
40,No,Travel_Rarely,Research & Development,2,2048,Male,Research Scientist,3,Single,2809,No,8,3,2,2,2,2
35,No,Travel_Frequently,Research & Development,18,2049,Male,Healthcare Representative,3,Married,5689,Yes,10,4,10,2,0,2
40,No,Travel_Rarely,Research & Development,2,2051,Female,Research Scientist,3,Married,2001,No,20,3,5,3,0,2
35,No,Travel_Rarely,Research & Development,1,2052,Female,Research Scientist,4,Married,2977,No,4,3,4,3,1,1
29,No,Travel_Rarely,Research & Development,13,2053,Male,Laboratory Technician,2,Married,4025,Yes,10,3,4,3,0,3
29,No,Travel_Rarely,Research & Development,28,2054,Female,Research Scientist,1,Single,3785,No,5,1,5,4,0,4
50,Yes,Travel_Rarely,Sales,28,2055,Male,Sales Executive,1,Divorced,10854,Yes,20,3,3,2,2,0
39,No,Travel_Rarely,Sales,24,2056,Female,Sales Executive,4,Married,12031,No,21,2,20,9,9,6
31,No,Non-Travel,Research & Development,5,2057,Male,Manufacturing Director,1,Single,9936,No,10,3,9,4,1,7
26,No,Travel_Rarely,Sales,5,2060,Female,Sales Representative,3,Single,2966,No,5,3,4,2,0,0
36,No,Travel_Frequently,Research & Development,23,2061,Male,Laboratory Technician,4,Married,2571,No,17,3,5,2,0,3
39,No,Travel_Rarely,Research & Development,6,2062,Male,Healthcare Representative,1,Married,9991,No,9,3,7,7,1,7
27,No,Travel_Rarely,Research & Development,4,2064,Male,Manufacturing Director,2,Married,6142,Yes,6,3,6,2,0,3
